"","X","id","text","title","abstract","keywords","methods","type","authors","affiliation","source","year","volume","issue","startpage","endpage","doi","language","database"
"317093",317093,"Friberg_2012","Macroparasites, immune responses and immunoregulation in wild and laboratory murids This thesis primarily addresses environmental influences, in particular exposure to macroparasite infection, on immunoregulatory expression in wild and laboratory murid rodents. Experimental studies in laboratory mice demonstrated that Heligmosomoides bakeri infection was generally associated with upregulation of systemic toll-like receptor (TLR) expression and TLR-mediated cytokine production at times of peak standing worm burden. TLR function and patterns of expression of TLR and other immunoregulatory genes were also monitored in a time series of wild mice (Apodemus sylvaticus) from a natural population exposed to a range of macroparasites, including Heligmosomoides polygyrus. Differences between wild and laboratory mice in the pattern of coexpression of immunoregulatory and TLR genes and in the transcriptional responses of immunoregulatory genes to TLR-stimulation suggested a stronger regulatory bias in the wild compared to laboratory mice. Perhaps most strikingly, wild mice constitutively express relatively very much more TGF-Bl, TLR2 and TLR4, but not other immunoregulatory genes such as FoxP3, IL-l0 or TNF-a. This indicates that immunoregulatory differences between wild and laboratory mice may be linked to differences in TGF-B1 producing cells, rather than IL-10-producing or FoxP3+ cells. Immunoepidemiological analyses indicated a substantial association of macroparasitic infection (principally due to the louse Polyplax serrata and Heligmosomoides polygyrus) with TLR-mediated cytokine responsiveness in wild mice. Given the primary role of TLRs in anti-bacterial responses, the consistent experimental and epidemiological links between macroparasites and TLRs in this study are interpreted as a possible effect of exposure of the host to bacteria co-localizing in macroparasite infection foci. The identity of genes differentially upregulated in wild vs. laboratory mice might also relate to bacterial exposures (possibly influenced by macroparasite infection, given the associations with TLRs described above?). Thus, TLR2 and TLR4 are key innate anti- bacterial receptors and TGF-B1 is prominently secreted by Th3-type T-regulatory cells which are associated with mucosal tolerance.","Macroparasites immune responses and immunoregulation in wild and laboratory murids","This thesis primarily addresses environmental influences, in particular exposure to macroparasite infection, on immunoregulatory expression in wild and laboratory murid rodents. Experimental studies in laboratory mice demonstrated that Heligmosomoides bakeri infection was generally associated with upregulation of systemic toll-like receptor (TLR) expression and TLR-mediated cytokine production at times of peak standing worm burden. TLR function and patterns of expression of TLR and other immunoregulatory genes were also monitored in a time series of wild mice (Apodemus sylvaticus) from a natural population exposed to a range of macroparasites, including Heligmosomoides polygyrus. Differences between wild and laboratory mice in the pattern of coexpression of immunoregulatory and TLR genes and in the transcriptional responses of immunoregulatory genes to TLR-stimulation suggested a stronger regulatory bias in the wild compared to laboratory mice. Perhaps most strikingly, wild mice constitutively express relatively very much more TGF-Bl, TLR2 and TLR4, but not other immunoregulatory genes such as FoxP3, IL-l0 or TNF-a. This indicates that immunoregulatory differences between wild and laboratory mice may be linked to differences in TGF-B1 producing cells, rather than IL-10-producing or FoxP3+ cells. Immunoepidemiological analyses indicated a substantial association of macroparasitic infection (principally due to the louse Polyplax serrata and Heligmosomoides polygyrus) with TLR-mediated cytokine responsiveness in wild mice. Given the primary role of TLRs in anti-bacterial responses, the consistent experimental and epidemiological links between macroparasites and TLRs in this study are interpreted as a possible effect of exposure of the host to bacteria co-localizing in macroparasite infection foci. The identity of genes differentially upregulated in wild vs. laboratory mice might also relate to bacterial exposures (possibly influenced by macroparasite infection, given the associations with TLRs described above?). Thus, TLR2 and TLR4 are key innate anti- bacterial receptors and TGF-B1 is prominently secreted by Th3-type T-regulatory cells which are associated with mucosal tolerance.",NA,"","THES","Friberg, Ida Mari","","","2012 and 2012","","",NA,"","","",""
"317219",317219,"Echols_2011","Use of an environmentally realistic laboratory test organism and field bioassessments to determine the potential impacts of active coal mining in the Dumps Creek subwatershed on the Clinch River, Virginia This research was divided into four objectives for assessing the impacts of coal mining on ecosystem health. The first objective was to provide an ecotoxicological assessment in the upper Clinch River using standard bioassessment techniques. Analysis of sediments and interstitial water (porewater) indicate higher concentrations of trace metals in samples from sites located above both a power plant (CRP) and Dumps Creek mining influences. The furthest sampling site located near Pounding Mill, Virginia (CR-PM) had higher concentrations of aluminum (2,250.9 mg/kg), copper (5.9 mg/kg) and iron (12,322.6 mg/kg) compared to samples collected directly below the Dumps Creek confluence (site CR-2). Similar results were obtained from bioaccumulation in-situ tests with the Asian clam (Corbicula fluminea) in 2009. Aluminum (7.81 mg/kg), Fe (48.25 mg/kg) and Zn (7.69 mg/kg) were accumulated in higher concentrations at CR-PM site than CR-2. However, the site located below the CRP effluent discharges (CR-3L) on the left bank had substantially higher concentrations of Al (14.19 mg/kg), Cu (6.78 mg/kg), Fe (88.78 mg/kg) and Zn (7.75 mg/kg) than both CR-PM and samples collected directly opposite of this site at CR-3R.To further understand the potential impact active mining on the Clinch River, a more comprehensive ecotoxicological evaluation was conducting in the Dumps Creek subwatershed. Field bioassessments determined that biological impairment occurred directly below a deep mine discharge (CBP 001), which was characterized by a distinct hydrogen sulfide odor. Total abundance and richness of benthic macroinvertebrates decreased to 3.5-20 and 1.25-2.3, respectively at DC-1 Dn. The discharge also caused the proliferation of a sulfur-oxidizing bacterium, Thiothrix nivea. During continuous discharge of the effluent, the bacteria was observed coating all surfaces at DC-1 Dn and may also contribute to an Fe-encrusted biofilm observed on in-situ clams at downstream site, DC-2 Dn. Toxicity tests with mining effluents indicate some potential toxicity of the 001 discharge, but this was variable between test organisms.Selecting the most appropriate test species for sediment and water column assays has been a primary goal for ecotoxicologists. Standard test organisms and established test guidelines exist, but US EPA recommended species may not be the most sensitive organisms to anthropogenic inputs. Therefore, Chapter Three and Four addressed the use of mayflies in routine laboratory testing. Preliminary results of toxicity tests with the mayfly, Isonychia sp. (Ephemeroptera) suggested that Isonychia were moderately sensitive to NaCl after 96-hr with an average LC50 value of 3.10 g NaCl/L. When exposed to a coal-mine processed effluent, Isonychia generated LC50 values that ranged from 13 to 39% effluent and were more sensitive to the effluent than Ceriodaphnia dubia. Based on results of the feasibility study in presented in Chapter Four, field collected organisms appear to be too unpredictable in test responses and therefore, such tests would be unreliable as stand-alone indicators of effluent toxicity.","Use of an environmentally realistic laboratory test organism and field bioassessments to determine the potential impacts of active coal mining in the Dumps Creek subwatershed on the Clinch River Virginia","This research was divided into four objectives for assessing the impacts of coal mining on ecosystem health. The first objective was to provide an ecotoxicological assessment in the upper Clinch River using standard bioassessment techniques. Analysis of sediments and interstitial water (porewater) indicate higher concentrations of trace metals in samples from sites located above both a power plant (CRP) and Dumps Creek mining influences. The furthest sampling site located near Pounding Mill, Virginia (CR-PM) had higher concentrations of aluminum (2,250.9 mg/kg), copper (5.9 mg/kg) and iron (12,322.6 mg/kg) compared to samples collected directly below the Dumps Creek confluence (site CR-2). Similar results were obtained from bioaccumulation in-situ tests with the Asian clam (Corbicula fluminea) in 2009. Aluminum (7.81 mg/kg), Fe (48.25 mg/kg) and Zn (7.69 mg/kg) were accumulated in higher concentrations at CR-PM site than CR-2. However, the site located below the CRP effluent discharges (CR-3L) on the left bank had substantially higher concentrations of Al (14.19 mg/kg), Cu (6.78 mg/kg), Fe (88.78 mg/kg) and Zn (7.75 mg/kg) than both CR-PM and samples collected directly opposite of this site at CR-3R.To further understand the potential impact active mining on the Clinch River, a more comprehensive ecotoxicological evaluation was conducting in the Dumps Creek subwatershed. Field bioassessments determined that biological impairment occurred directly below a deep mine discharge (CBP 001), which was characterized by a distinct hydrogen sulfide odor. Total abundance and richness of benthic macroinvertebrates decreased to 3.5-20 and 1.25-2.3, respectively at DC-1 Dn. The discharge also caused the proliferation of a sulfur-oxidizing bacterium, Thiothrix nivea. During continuous discharge of the effluent, the bacteria was observed coating all surfaces at DC-1 Dn and may also contribute to an Fe-encrusted biofilm observed on in-situ clams at downstream site, DC-2 Dn. Toxicity tests with mining effluents indicate some potential toxicity of the 001 discharge, but this was variable between test organisms.Selecting the most appropriate test species for sediment and water column assays has been a primary goal for ecotoxicologists. Standard test organisms and established test guidelines exist, but US EPA recommended species may not be the most sensitive organisms to anthropogenic inputs. Therefore, Chapter Three and Four addressed the use of mayflies in routine laboratory testing. Preliminary results of toxicity tests with the mayfly, Isonychia sp. (Ephemeroptera) suggested that Isonychia were moderately sensitive to NaCl after 96-hr with an average LC50 value of 3.10 g NaCl/L. When exposed to a coal-mine processed effluent, Isonychia generated LC50 values that ranged from 13 to 39% effluent and were more sensitive to the effluent than Ceriodaphnia dubia. Based on results of the feasibility study in presented in Chapter Four, field collected organisms appear to be too unpredictable in test responses and therefore, such tests would be unreliable as stand-alone indicators of effluent toxicity.","Clinch River and unionids and mayflies and toxicity tests and trace metals","","THES","Echols, Brandi Shontia","","","2011 and 2011","","",NA,"","","",""
"317841",317841,"Pando_2003","A Laboratory and Field Study of Composite Piles for Bridge Substructures Typically, foundation piles are made of materials such as steel, concrete, and timber.Problems associated with use of these traditional pile materials in harsh marineenvironments include steel corrosion, concrete deterioration, and marine borer attack ontimber piles. It has been estimated that the U.S. spends over $1 billion annually in repairand replacement of waterfront piling systems. Such high repair and replacement costshave led several North American highway agencies and researchers to investigate thefeasibility of using composite piles for load bearing applications, such as bridgesubstructures. As used here, the term composite piles refers to alternative pile typescomposed of fiber reinforced polymers (FRPs), recycled plastics, or hybrid materials.Composite piles may exhibit longer service lives and improved durability in harsh marineenvironments, thereby presenting the potential for substantially reduced total costs.Composite piles have been available in the North American market since the late 1980 s,but have not yet gained wide acceptance in civil engineering practice. Potentialdisadvantages of composite piles are high initial cost and questions about engineeringperformance. At present, the initial cost of composite piles is generally greater than theinitial cost of traditional piles. Performance questions relate to driving efficiency, axialstiffness, bending stiffness, durability, and surface friction. These questions existbecause there is not a long-term track record of composite pile use and there is a scarcityof well-documented field tests on composite piles.This research project was undertaken to investigate the engineering performance ofcomposite piles as load-bearing foundation elements, specifically in bridge supportapplications. The objectives of this research are to (1) evaluate the soil-pile interfacebehavior of five composite piles and two conventional piles, (2) evaluate the long-termdurability of concrete-filled FRP composite piles, (3) evaluate the driveability and theaxial and lateral load behavior of concrete-filled FRP composite piles, steel-reinforcedrecycled plastic composite piles, and prestressed concrete piles through field tests andanalyses, and (4) design and implement a long-term monitoring program for compositeand conventional prestressed concrete piles supporting a bridge at the Route 351 crossingof the Hampton River in Virginia. A summary of the main findings corresponding toeach of these objectives is provided below.A laboratory program of interface testing was performed using two types of sands andseven pile surfaces (five composite piles and two conventional piles). The interfacebehavior of the different pile surfaces was studied within a geotribology framework thatinvestigated the influence of surface topography, interface hardness, and particle size andshape. In general, the interface friction angles, both peak and residual, were found toincrease with increasing relative asperity height and decreasing relative asperity spacing.The interface shear tests for the three pile types tested at the Route 351 bridge showedthat, for medium dense, subrounded to rounded sand, with a mean particle size of 0.5mm, the residual interface friction angles are 27.3, 24.9, and 27.7 degrees for the FRPcomposite pile, the recycled plastic pile, and the prestressed concrete pile, respectively.Interface shear tests on these same piles using a medium dense, subangular to angularsand, with a mean particle size of 0.18 mm, resulted in residual interface friction anglesof 29.3, 28.8, and 28.0 degrees for the FRP composite pile, the recycled plastic pile, andthe prestressed concrete pile, respectively.A laboratory durability study was completed for the FRP shells of concrete-filled FRPcomposite piles. Moisture absorption at room temperature caused strength and stiffnessdegradations of up to 25% in the FRP tubes. Exposure to freeze-thaw cycles was foundto have little effect on the longitudinal tensile properties of saturated FRP tubes.Analyses were performed to investigate the impact of degradation of the FRP mechanicalproperties on the long-term structural capacity of concrete-filled FRP composite piles incompression and bending. The impact was found to be small for the axial pile capacitydue to the fact that the majority of the capacity contribution is from the concrete infill.The impact of FRP degradation was found to be more significant for the flexural capacitybecause the FRP shell provides most of the capacity contribution on the tension side ofthe pile.Full-scale field performance data was obtained for two composite pile types (concretefilledFRP composite piling and steel-reinforced recycled plastic piling), as well as forconventional prestressed concrete piles, by means of load test programs performed at twobridge construction sites the Route 351 bridge and the Route 40 bridge crossing theNottoway River in Virginia. The field testing at the two bridges showed no majordifferences in driving behavior between the composite piles and conventional prestressedconcrete piles. Pile axial capacities of the composite piles tested at the Route 351 bridgewere between 70 to 75% of the axial capacity of the prestressed concrete test pile. TheFRP and prestressed concrete piles exhibited similar axial and lateral stiffness, while thesteel-reinforced plastic pile was not as stiff. Conventional geotechnical analysisprocedures were used to predict axial pile capacity, axial load-settlement behavior, andlateral load behavior of the piles tested at the Route 351 bridge. The conventionalanalysis procedures were found to provide reasonable predictions for the composite piles,or at least to levels of accuracy similar to analyses for the prestressed concrete pile.However, additional case histories are recommended to corroborate and extend thisconclusion to other composite pile types and to different soil conditions.A long-term monitoring program for composite and conventional prestressed concretepiles supporting the Route 351 bridge was designed and implemented. The bridge is stillunder construction at the time of this report, therefore no conclusions have been drawnregarding the long-term performance of concrete-filled FRP composite piles. The longtermmonitoring will be done by the Virginia Department of Transportation.In addition to the above findings, initial cost data for the composite piles and prestressedconcrete piles used in this research were compiled. This data may be useful to assess theeconomic competitiveness of composite piles. The initial unit cost of the installedcomposite piles at the Route 40 bridge were about 77 % higher than the initial unit costfor the prestressed concrete piles. The initial unit costs for the composite piles installedat the Route 351 bridge were higher than the initial unit cost of the prestressed concretepiles by about 289% and 337% for the plastic and FRP piles, respectively. The costeffectiveness of composite piles is expected to improve with economies of scale asproduction volumes increase, and by considering the life-cycle costs of low-maintenancecomposite piles.","A Laboratory and Field Study of Composite Piles for Bridge Substructures","Typically, foundation piles are made of materials such as steel, concrete, and timber.Problems associated with use of these traditional pile materials in harsh marineenvironments include steel corrosion, concrete deterioration, and marine borer attack ontimber piles. It has been estimated that the U.S. spends over $1 billion annually in repairand replacement of waterfront piling systems. Such high repair and replacement costshave led several North American highway agencies and researchers to investigate thefeasibility of using composite piles for load bearing applications, such as bridgesubstructures. As used here, the term composite piles refers to alternative pile typescomposed of fiber reinforced polymers (FRPs), recycled plastics, or hybrid materials.Composite piles may exhibit longer service lives and improved durability in harsh marineenvironments, thereby presenting the potential for substantially reduced total costs.Composite piles have been available in the North American market since the late 1980 s,but have not yet gained wide acceptance in civil engineering practice. Potentialdisadvantages of composite piles are high initial cost and questions about engineeringperformance. At present, the initial cost of composite piles is generally greater than theinitial cost of traditional piles. Performance questions relate to driving efficiency, axialstiffness, bending stiffness, durability, and surface friction. These questions existbecause there is not a long-term track record of composite pile use and there is a scarcityof well-documented field tests on composite piles.This research project was undertaken to investigate the engineering performance ofcomposite piles as load-bearing foundation elements, specifically in bridge supportapplications. The objectives of this research are to (1) evaluate the soil-pile interfacebehavior of five composite piles and two conventional piles, (2) evaluate the long-termdurability of concrete-filled FRP composite piles, (3) evaluate the driveability and theaxial and lateral load behavior of concrete-filled FRP composite piles, steel-reinforcedrecycled plastic composite piles, and prestressed concrete piles through field tests andanalyses, and (4) design and implement a long-term monitoring program for compositeand conventional prestressed concrete piles supporting a bridge at the Route 351 crossingof the Hampton River in Virginia. A summary of the main findings corresponding toeach of these objectives is provided below.A laboratory program of interface testing was performed using two types of sands andseven pile surfaces (five composite piles and two conventional piles). The interfacebehavior of the different pile surfaces was studied within a geotribology framework thatinvestigated the influence of surface topography, interface hardness, and particle size andshape. In general, the interface friction angles, both peak and residual, were found toincrease with increasing relative asperity height and decreasing relative asperity spacing.The interface shear tests for the three pile types tested at the Route 351 bridge showedthat, for medium dense, subrounded to rounded sand, with a mean particle size of 0.5mm, the residual interface friction angles are 27.3, 24.9, and 27.7 degrees for the FRPcomposite pile, the recycled plastic pile, and the prestressed concrete pile, respectively.Interface shear tests on these same piles using a medium dense, subangular to angularsand, with a mean particle size of 0.18 mm, resulted in residual interface friction anglesof 29.3, 28.8, and 28.0 degrees for the FRP composite pile, the recycled plastic pile, andthe prestressed concrete pile, respectively.A laboratory durability study was completed for the FRP shells of concrete-filled FRPcomposite piles. Moisture absorption at room temperature caused strength and stiffnessdegradations of up to 25% in the FRP tubes. Exposure to freeze-thaw cycles was foundto have little effect on the longitudinal tensile properties of saturated FRP tubes.Analyses were performed to investigate the impact of degradation of the FRP mechanicalproperties on the long-term structural capacity of concrete-filled FRP composite piles incompression and bending. The impact was found to be small for the axial pile capacitydue to the fact that the majority of the capacity contribution is from the concrete infill.The impact of FRP degradation was found to be more significant for the flexural capacitybecause the FRP shell provides most of the capacity contribution on the tension side ofthe pile.Full-scale field performance data was obtained for two composite pile types (concretefilledFRP composite piling and steel-reinforced recycled plastic piling), as well as forconventional prestressed concrete piles, by means of load test programs performed at twobridge construction sites the Route 351 bridge and the Route 40 bridge crossing theNottoway River in Virginia. The field testing at the two bridges showed no majordifferences in driving behavior between the composite piles and conventional prestressedconcrete piles. Pile axial capacities of the composite piles tested at the Route 351 bridgewere between 70 to 75% of the axial capacity of the prestressed concrete test pile. TheFRP and prestressed concrete piles exhibited similar axial and lateral stiffness, while thesteel-reinforced plastic pile was not as stiff. Conventional geotechnical analysisprocedures were used to predict axial pile capacity, axial load-settlement behavior, andlateral load behavior of the piles tested at the Route 351 bridge. The conventionalanalysis procedures were found to provide reasonable predictions for the composite piles,or at least to levels of accuracy similar to analyses for the prestressed concrete pile.However, additional case histories are recommended to corroborate and extend thisconclusion to other composite pile types and to different soil conditions.A long-term monitoring program for composite and conventional prestressed concretepiles supporting the Route 351 bridge was designed and implemented. The bridge is stillunder construction at the time of this report, therefore no conclusions have been drawnregarding the long-term performance of concrete-filled FRP composite piles. The longtermmonitoring will be done by the Virginia Department of Transportation.In addition to the above findings, initial cost data for the composite piles and prestressedconcrete piles used in this research were compiled. This data may be useful to assess theeconomic competitiveness of composite piles. The initial unit cost of the installedcomposite piles at the Route 40 bridge were about 77 % higher than the initial unit costfor the prestressed concrete piles. The initial unit costs for the composite piles installedat the Route 351 bridge were higher than the initial unit cost of the prestressed concretepiles by about 289% and 337% for the plastic and FRP piles, respectively. The costeffectiveness of composite piles is expected to improve with economies of scale asproduction volumes increase, and by considering the life-cycle costs of low-maintenancecomposite piles.","Composites and Soil-Structure Interaction and Durability and FRP and Piles and Bridges","","THES","Pando, Miguel A.","","","2003 and 2003","","",NA,"","","",""
"318148",318148,"Staley_2000","Aspects of the population dynamics of Lochmaea suturalis Thompson (Coleoptera Chrysomelidae; sub-family Galerucinae), the heather beetle a combined laboratory and modelling approach This thesis describes a series of laboratory and field experiments that quantify the population dynamics of the heather beetle (Lochmaea suturalis Thomson), in relation to temperature and its host plant heather (Calluna vulgaris (L. ) Hull). The sex ratio, fecundity, egg laying threshold temperature, emergence threshold temperature, life stage development periods, and life stage mortalities were investigated. It was shown that the life stages were significantly dependent on temperature, whilst it was shown that there was no significant relationship between larval growth and Calluna vulgaris plants sourced from the study sites. The results of the population dynamics experiments were incorporated into a temperature driven, cohort based, and daily looped, stochastic population dynamics computer model. The temperature component of the model was derived from temperature data collected from nine moorland sites, at different altitudes, where there was shown to be a significant relationship between temperature and altitude. The population dynamics model was run for a fifty year period with a population of I million beetles at seven temperature regimes and five different altitudes. The model predicted that as daily mean temperatures rose, so there was a greater chance of increasing populations and that as altitude increases, so the chance of increasing populations decreases. At a predicted daily mean temperature rise of 2-3'C there was evidence of considerable population increases at lower altitudes, and with a daily mean temperature rise of 4-6'C the beetle population exhibited persistent, large, fluctuating populations in the region of three to sixty fold increases at all modelled altitudes over a number of years. An uncertainty and sensitivity analysis of the model was undertaken utilising a Latin Hypercube Swnpling regime, where it was shown that fecundity, egg mortality and pupal mortality were the most important life history variables in i contributing to the model output imprecision. The thesis discussesth eser esults in the light of predicted climate change and their use as an aid to moorland and heathland managers.","Aspects of the population dynamics of Lochmaea suturalis Thompson Coleoptera Chrysomelidae sub-family Galerucinae the heather beetle a combined laboratory and modelling approach","This thesis describes a series of laboratory and field experiments that quantify the population dynamics of the heather beetle (Lochmaea suturalis Thomson), in relation to temperature and its host plant heather (Calluna vulgaris (L. ) Hull). The sex ratio, fecundity, egg laying threshold temperature, emergence threshold temperature, life stage development periods, and life stage mortalities were investigated. It was shown that the life stages were significantly dependent on temperature, whilst it was shown that there was no significant relationship between larval growth and Calluna vulgaris plants sourced from the study sites. The results of the population dynamics experiments were incorporated into a temperature driven, cohort based, and daily looped, stochastic population dynamics computer model. The temperature component of the model was derived from temperature data collected from nine moorland sites, at different altitudes, where there was shown to be a significant relationship between temperature and altitude. The population dynamics model was run for a fifty year period with a population of I million beetles at seven temperature regimes and five different altitudes. The model predicted that as daily mean temperatures rose, so there was a greater chance of increasing populations and that as altitude increases, so the chance of increasing populations decreases. At a predicted daily mean temperature rise of 2-3'C there was evidence of considerable population increases at lower altitudes, and with a daily mean temperature rise of 4-6'C the beetle population exhibited persistent, large, fluctuating populations in the region of three to sixty fold increases at all modelled altitudes over a number of years. An uncertainty and sensitivity analysis of the model was undertaken utilising a Latin Hypercube Swnpling regime, where it was shown that fecundity, egg mortality and pupal mortality were the most important life history variables in i contributing to the model output imprecision. The thesis discussesth eser esults in the light of predicted climate change and their use as an aid to moorland and heathland managers.","Moorland conservation; Heathland","","THES","Staley, Jeremy Ross","","","2000 and 2000","","",NA,"","","",""
"318248",318248,"Selby_2004","Chemical ecology of the carrot fly, Psila rosae (F.) laboratory and field studies The carrot fly (Psila rosae F.) is an important pest of the cultivated carrot (Daucus carota) and other crop species in the family Apiaceae, since the larvae burrow into and feed on the developing roots. Current P. rosae control relies heavily upon the use of chemical insecticides, but these are inadequate. The aims of this study were to investigate the chemical ecology of P. rosae, particularly with regard to long range attractant and repellent semiochemicals suitable for incorporation into integrated pest management strategies; the incorporation of attractant host plant extracts, or semiochemical attractants, into the monitoring programme; and the development of an autodissemination trap for release of the pathogenic fungus Entomophthora schizophorae in the field for biological control. A number of techniques for the extraction of volatile semiochemicals from a wide range of host and non-host plant species, and P. rosae adults themselves, were employed and compared. Samples were analysed by gas chromatography (GC), and the biologically active components in these complex natural product extracts were located by coupled GC-electrophysiological techniques and identified by coupled GC-mass spectrometry (GC-MS). Responses to the electrophysiologically active compounds were compared using electroantennographic (EAG) analysis one unusually high EAG response was observed to a toxic component in hemlock (Conium maculatum) leaf extract (y-coniceine). Of the forty-two EAG active components identified from common crop species and C. maculatum, eight had not previously been reported. A range of bioassay techniques (including four-arm star olfactometers, V-tube olfactometers, and oviposition bioassays) were employed to determine behavioural activity of the samples and identified compounds, but only the oviposition bioassay showed significant behavioural discrimination to y-coniceine. Further studies of longer range behavioural responses to volatile semiochemicals were performed in the field. Significant responses were seen to a known field attractant (combined trans-asarone and hexanal) and, for the first time, to a microwave assisted solvent extract of celery (Apium graveolens) leaf. A prototype autodissemination trap for E. schizophorae was produced and evaluated.","Chemical ecology of the carrot fly Psila rosae F laboratory and field studies","The carrot fly (Psila rosae F.) is an important pest of the cultivated carrot (Daucus carota) and other crop species in the family Apiaceae, since the larvae burrow into and feed on the developing roots. Current P. rosae control relies heavily upon the use of chemical insecticides, but these are inadequate. The aims of this study were to investigate the chemical ecology of P. rosae, particularly with regard to long range attractant and repellent semiochemicals suitable for incorporation into integrated pest management strategies; the incorporation of attractant host plant extracts, or semiochemical attractants, into the monitoring programme; and the development of an autodissemination trap for release of the pathogenic fungus Entomophthora schizophorae in the field for biological control. A number of techniques for the extraction of volatile semiochemicals from a wide range of host and non-host plant species, and P. rosae adults themselves, were employed and compared. Samples were analysed by gas chromatography (GC), and the biologically active components in these complex natural product extracts were located by coupled GC-electrophysiological techniques and identified by coupled GC-mass spectrometry (GC-MS). Responses to the electrophysiologically active compounds were compared using electroantennographic (EAG) analysis one unusually high EAG response was observed to a toxic component in hemlock (Conium maculatum) leaf extract (y-coniceine). Of the forty-two EAG active components identified from common crop species and C. maculatum, eight had not previously been reported. A range of bioassay techniques (including four-arm star olfactometers, V-tube olfactometers, and oviposition bioassays) were employed to determine behavioural activity of the samples and identified compounds, but only the oviposition bioassay showed significant behavioural discrimination to y-coniceine. Further studies of longer range behavioural responses to volatile semiochemicals were performed in the field. Significant responses were seen to a known field attractant (combined trans-asarone and hexanal) and, for the first time, to a microwave assisted solvent extract of celery (Apium graveolens) leaf. A prototype autodissemination trap for E. schizophorae was produced and evaluated.",NA,"","THES","Selby, Martin James","","","2004 and 2004","","",NA,"","","",""
"321020",321020,"2-s2.0-84947932194","Mountain pine beetle (Dendroctonus ponderosae) can produce its aggregation pheromone and complete brood development in naïve red pine (Pinus resinosa) under laboratory conditions ","Mountain pine beetle Dendroctonus ponderosae can produce its aggregation pheromone and complete brood development in naïve red pine Pinus resinosa under laboratory conditions","","","","Article","Cale, J.A., Taft, S., Najar, A., Klutsch, J.G., Hughes, C.C., Sweeney, J.D., Erbilgin, N.","","Canadian Journal of Forest Research","2015","45","12","1873","1877","10.1139/cjfr-2015-0277","","Scopus"
"323677",323677,"2-s2.0-84958257032","Laboratory and field evaluations of Beauveria bassiana (Bals.-Criv.) vuill. and Metarhizium robertsii (J. F. Bisch, Rehner &amp; Humber) against the brown plant hopper, Nilaparvata lugens stal and its natural enemies in paddy fields in Thailand ","Laboratory and field evaluations of Beauveria bassiana Bals -Criv vuill and Metarhizium robertsii J F Bisch Rehner amp Humber against the brown plant hopper Nilaparvata lugens stal and its natural enemies in paddy fields in Thailand","","","","Article","Maketon, C., Buapha, S., Rungratanaubon, T., Maketon, M.","","Egyptian Journal of Biological Pest Control","2015","25","1","97","105","","","Scopus"
"323759",323759,"2-s2.0-84927632616","Laboratory and field tests of Carbaryl 5% against fleas in Lushoto district, Tanzania ","Laboratory and field tests of Carbaryl 5 against fleas in Lushoto district Tanzania","","","","Article","Katakweba, A.A.S., Mhamphi, G.G., Mwalimu, D.C., McHau, G., Mbise, T.J., Lugendo, R.M., Borremans, B., Kilonzo, B.S.","","Tanzania Journal of Health Research","2015","17","2","","","10.4314/thrb.v17i2XX","","Scopus"
"323870",323870,"2-s2.0-84948123096","Effects of laboratory colonization on Bactrocera dorsalis (Diptera, tephritidae) mating behaviour: ‘what a difference a year makes’ ","Effects of laboratory colonization on Bactrocera dorsalis Diptera tephritidae mating behaviour ‘what a difference a year makes’","","","","Article","Schutze, M.K., Dammalage, T., Jessup, A., Vreysen, M.J., Wornoayporn, V., Clarke, A.R.","","ZooKeys","2015","2015","540","369","383","10.3897/zookeys.540.9770","","Scopus"
"326681",326681,"2-s2.0-84895740997","Assessing the effects of sodium on fire ant foraging in the field and colony growth in the laboratory ","Assessing the effects of sodium on fire ant foraging in the field and colony growth in the laboratory","","","","Article","Resasco, J., Porter, S.D., Sanders, N.J., Levey, D.J.","","Ecological Entomology","2014","39","2","267","271","10.1111/een.12089","","Scopus"
"327774",327774,"2-s2.0-84910607374","Cost and turn-around time display decreases inpatient ordering of reference laboratory tests: A time series ","Cost and turn-around time display decreases inpatient ordering of reference laboratory tests A time series","","","","Article","Fang, D.Z., Sran, G., Gessner, D., Loftus, P.D., Folkins, A., Christopher, J.Y., Shieh, L.","","BMJ Quality and Safety","2014","23","12","994","1000","10.1136/bmjqs-2014-003053","","Scopus"
"328193",328193,"2-s2.0-84890007905","Modelling adult Aedes aegypti and Aedes albopictus survival at different temperatures in laboratory and field settings ","Modelling adult Aedes aegypti and Aedes albopictus survival at different temperatures in laboratory and field settings","","","","Article","Brady, O.J., Johansson, M.A., Guerra, C.A., Bhatt, S., Golding, N., Pigott, D.M., Delatte, H., Grech, M.G., Leisnham, P.T., Maciel-De-Freitas, R., Styer, L.M., Smith, D.L., Scott, T.W., Gething, P.W., Hay, S.I.","","Parasites and Vectors","2013","6","1","","","10.1186/1756-3305-6-351","","Scopus"
"329219",329219,"2-s2.0-84886380781","Strength and stiffness of recycled materials stabilised with fly ash: A laboratory study ","Strength and stiffness of recycled materials stabilised with fly ash A laboratory study","","","","Article","Camargo, F.F., Edil, T.B., Benson, C.H.","","Road Materials and Pavement Design","2013","14","3","504","517","10.1080/14680629.2013.779299","","Scopus"
